0.099530,0.012014,0.004911,0.004586,0.033238,0.005977,0.003613,0.005144,0.005622,0.003756,0.002672,0.013962,0.006263,0.004899,0.003394,0.004549,0.005775,0.006599,0.013066,0.010127,0.003561,0.005052,0.034610,0.006384,0.005085,0.010735,0.014096,0.005371,0.006615,0.004691,0.004690,0.010789,0.007963,0.003026,0.005286,0.027663,0.006550,0.004428,0.008597,0.012294,0.004116,0.005802,0.004263,0.003008,0.003315,0.004346,0.009607,0.003632,0.004548,0.005577,0.006207,0.004104,0.005599,0.028941,0.005814,0.007015,0.010851,0.162898,0.283174,forro
0.097862,0.011237,0.004033,0.003949,0.038111,0.004507,0.003133,0.004620,0.004241,0.001788,0.001643,0.011355,0.005156,0.003681,0.001926,0.002145,0.004893,0.005447,0.014876,0.010538,0.003370,0.004033,0.040750,0.004794,0.003871,0.010967,0.013322,0.004850,0.005476,0.004351,0.004212,0.010330,0.007716,0.003053,0.004010,0.025475,0.005110,0.003467,0.007803,0.009960,0.003711,0.004858,0.002214,0.002003,0.003351,0.004020,0.010571,0.002376,0.002614,0.004428,0.005110,0.003988,0.004329,0.026520,0.005318,0.005707,0.010734,0.203768,0.282319,rap
0.078750,0.009718,0.004254,0.004341,0.026352,0.006837,0.004044,0.005313,0.005973,0.005095,0.002928,0.018100,0.008370,0.005949,0.005557,0.004672,0.004951,0.008229,0.014795,0.012641,0.006929,0.005124,0.026829,0.006089,0.006880,0.013719,0.014052,0.006728,0.005180,0.004617,0.004416,0.013429,0.010428,0.004060,0.005137,0.016341,0.007458,0.004025,0.010714,0.014194,0.004236,0.004243,0.005284,0.002756,0.004260,0.004284,0.008222,0.006682,0.004942,0.005651,0.004495,0.007569,0.004986,0.016490,0.007011,0.005190,0.011446,0.249161,0.219872,sertanejo
0.095580,0.009482,0.004518,0.004130,0.038367,0.005324,0.003707,0.005114,0.005560,0.003026,0.002496,0.011346,0.005595,0.004639,0.002889,0.003628,0.005605,0.005803,0.015382,0.012845,0.003832,0.005357,0.040458,0.006058,0.004802,0.012737,0.016027,0.004996,0.005862,0.004590,0.004272,0.011320,0.008724,0.003170,0.005230,0.031428,0.006057,0.004206,0.009475,0.012788,0.003574,0.005107,0.003590,0.002763,0.003455,0.003816,0.008126,0.003269,0.003965,0.005829,0.005421,0.004186,0.005776,0.032724,0.005329,0.006384,0.009209,0.162993,0.278061,samba
0.080539,0.009915,0.004707,0.003955,0.021113,0.004737,0.002928,0.005647,0.004932,0.003668,0.002379,0.013240,0.005692,0.003864,0.003248,0.003189,0.005625,0.005709,0.010119,0.007331,0.003243,0.003347,0.021668,0.005257,0.004179,0.007538,0.008087,0.004172,0.003942,0.004718,0.004015,0.008723,0.006169,0.002618,0.002932,0.010281,0.004913,0.003304,0.006588,0.008110,0.003110,0.003393,0.004219,0.002621,0.002613,0.003201,0.007276,0.003547,0.003406,0.003143,0.003381,0.003510,0.003547,0.010476,0.004328,0.004167,0.008517,0.407039,0.192164,axe
0.099752,0.013183,0.005313,0.005019,0.025181,0.005118,0.003814,0.006532,0.005421,0.002970,0.002302,0.016899,0.007118,0.005175,0.003376,0.003435,0.006898,0.007624,0.010400,0.008361,0.004384,0.004650,0.027205,0.005946,0.005327,0.008524,0.010013,0.006357,0.007026,0.005748,0.005409,0.009568,0.007006,0.003160,0.004682,0.019152,0.005686,0.004227,0.007491,0.009702,0.004688,0.006043,0.003533,0.002601,0.003587,0.005085,0.011967,0.003300,0.003911,0.004787,0.006315,0.004412,0.005010,0.019990,0.006351,0.007521,0.013548,0.202822,0.279375,axe
0.094383,0.010132,0.003934,0.003905,0.033074,0.004283,0.003154,0.004667,0.004397,0.002124,0.001879,0.012384,0.005627,0.004039,0.002481,0.003128,0.004871,0.005541,0.008411,0.006466,0.003343,0.005304,0.034942,0.004854,0.004450,0.006667,0.008564,0.004800,0.006944,0.004285,0.004089,0.007902,0.005562,0.002691,0.005210,0.025061,0.005000,0.003521,0.005925,0.008529,0.003668,0.006004,0.002773,0.002276,0.003001,0.003811,0.008502,0.002928,0.003649,0.005849,0.006212,0.003698,0.005705,0.026280,0.004995,0.007119,0.009618,0.245117,0.272271,samba
0.089485,0.010696,0.003975,0.004576,0.036106,0.004277,0.003679,0.004995,0.004609,0.001780,0.001501,0.012718,0.006520,0.004515,0.001705,0.002319,0.005067,0.006741,0.019142,0.014662,0.003419,0.004937,0.038498,0.005403,0.005197,0.015900,0.020138,0.005616,0.006733,0.004552,0.004738,0.015286,0.011483,0.002836,0.004475,0.027198,0.005331,0.003713,0.011955,0.017199,0.004160,0.005587,0.002227,0.001641,0.003332,0.004447,0.008341,0.002350,0.002749,0.005191,0.006184,0.004214,0.005658,0.028850,0.006108,0.007308,0.009988,0.149153,0.288839,rap
0.100039,0.010876,0.004742,0.004379,0.031088,0.005003,0.003688,0.006068,0.005249,0.002617,0.002094,0.013546,0.006271,0.004582,0.002742,0.003024,0.006221,0.006355,0.010028,0.007568,0.003606,0.004292,0.033001,0.005916,0.004909,0.008021,0.009604,0.005144,0.006280,0.005048,0.004426,0.008432,0.006417,0.002746,0.004102,0.021944,0.005530,0.003703,0.006557,0.009017,0.003765,0.005009,0.002853,0.002215,0.002878,0.004026,0.010536,0.003208,0.003283,0.004483,0.005267,0.003967,0.004712,0.022959,0.005397,0.006416,0.011466,0.222508,0.280175,samba
0.088586,0.008697,0.004665,0.003913,0.030382,0.006039,0.003500,0.005442,0.005890,0.003295,0.002409,0.011288,0.006048,0.004524,0.003158,0.003653,0.005698,0.006158,0.014780,0.010198,0.003891,0.004614,0.031256,0.006286,0.004619,0.011070,0.012284,0.004916,0.004799,0.004584,0.003991,0.011037,0.008004,0.003056,0.004444,0.018211,0.006404,0.003518,0.008332,0.010808,0.003282,0.004023,0.003687,0.002479,0.003365,0.003567,0.007730,0.003080,0.003715,0.004698,0.004125,0.004349,0.004929,0.018897,0.005144,0.005018,0.008902,0.271542,0.243019,forro
0.068843,0.009240,0.003575,0.003803,0.021484,0.005265,0.003984,0.003979,0.004914,0.004624,0.003537,0.011281,0.004880,0.004383,0.004086,0.005257,0.003905,0.005024,0.007386,0.006765,0.004962,0.005703,0.022309,0.005354,0.004682,0.007192,0.008031,0.005003,0.004716,0.003839,0.003849,0.007401,0.006541,0.004588,0.005996,0.014211,0.005714,0.004011,0.006497,0.008226,0.004162,0.004284,0.005252,0.003940,0.004897,0.004306,0.006084,0.004554,0.005581,0.006358,0.004422,0.005589,0.006051,0.014573,0.005063,0.004555,0.006821,0.404641,0.173827,forro
